# source, target, time
16,112,101800
16,112,102420
16,112,102500
16,112,103280
16,112,103400
16,60,103560
16,112,103840
16,66,103840
16,112,103860
16,66,103860
16,66,103880
16,112,103920
16,66,103920
16,112,103960
16,103,104020
16,63,105520
16,59,106500
16,66,107360
16,107,107380
16,107,107440
16,107,107460
16,107,107480
16,107,107620
16,107,107740
16,107,107760
16,43,107760
16,107,107780
16,107,107800
16,48,108320
16,23,108360
16,48,108360
16,23,108380
16,52,112800
16,66,115340
16,61,116260
16,32,117440
16,32,117460
16,32,117660
16,90,122780
16,57,122920
16,48,122920
16,48,122940
16,89,123220
16,59,123260
16,59,123280
16,44,123340
16,44,123580
16,112,123600
16,60,123600
16,44,123600
16,104,124580
16,104,124600
16,112,128000
16,88,176260
16,88,176340
16,61,176380
16,88,176420
16,66,182380
16,89,182500
16,89,182520
16,89,182560
16,66,182580
16,51,182580
16,66,182720
16,66,182780
16,82,187080
16,66,194240
16,25,211900
17,62,18400
17,62,18440
17,62,18460
17,62,18480
17,86,18520
17,86,18580
17,60,18760
17,57,18820
17,51,19940
17,51,20000
17,51,20020
17,51,20440
17,51,20520
17,51,20540
17,40,20560
17,40,20580
17,51,20580
17,51,20700
17,51,20720
17,51,20740
17,51,20760
17,51,20780
17,51,20800
17,51,20880
17,51,20900
17,51,21000
17,51,21020
17,51,21060
17,51,21080
17,51,21100
17,51,21120
17,51,21180
17,51,21200
17,51,21220
17,51,21240
17,51,21260
17,51,21280
17,51,21340
17,51,21360
17,51,21380
17,51,21400
17,51,21420
17,51,21440
17,51,21460
17,51,21480
17,51,21500
17,51,21540
17,51,21560
17,51,21580
17,51,21600
17,40,21600
17,51,21720
17,51,21740
17,51,21760
17,51,21780
17,51,21840
17,51,21860
17,51,21880
17,51,21900
17,51,21920
17,51,21940
17,51,21960
17,51,21980
17,51,22000
17,51,22020
17,51,22080
17,40,22080
17,107,22180
17,51,22180
17,25,22200
17,51,22200
17,51,22240
18,25,5860
18,25,5880
18,25,5900
18,25,5920
18,91,6340
18,64,6420
18,107,6820
18,60,7740
18,60,8460
18,107,8480
18,60,8480
18,107,8500
18,60,8500
18,107,8540
18,60,8540
18,60,8580
18,107,8660
18,107,8680
18,60,8900
18,60,8920
18,107,15760
18,107,16140
18,107,16200
18,107,16300
18,107,16320
18,107,16380
18,107,16420
18,107,16520
18,107,16600
18,62,21100
18,62,21120
18,62,21140
18,62,21220
18,62,21240
18,60,21500
18,60,21520
18,60,21540
18,60,21560
18,60,21580
18,60,21600
18,60,21620
18,60,21640
18,60,21660
18,60,21680
18,60,21740
18,60,21760
18,60,21780
18,60,21800
18,60,21820
18,60,21840
18,60,21860
18,60,21880
18,60,21900
18,60,21920
18,60,22000
18,60,22040
18,60,22060
18,60,22100
18,60,22120
18,60,22140
18,60,22160
18,60,22180
18,60,22200
18,60,22220
18,60,22240
18,110,22260
18,107,22320
18,60,22360
18,107,22440
18,60,22500
18,60,22520
18,107,22600
18,107,22620
18,107,22640
18,107,22660
18,107,22680
18,107,22700
18,107,22720
18,107,22740
18,107,22760
18,107,22800
18,107,22820
18,107,22840
18,24,22840
18,107,22860
18,107,22880
18,107,22900
18,107,22920
18,107,22960
18,21,36280
18,60,37440
18,48,38040
19,25,19200
19,62,19200
19,25,19220
19,62,19220
19,25,19240
19,62,19240
19,100,19260
19,62,19260
19,112,19800
19,112,19840
19,112,19860
19,112,20040
19,112,20120
19,112,20160
19,112,20220
19,112,20300
19,112,20340
19,112,20380
19,112,20400
19,112,20440
19,112,20780
19,112,20800
19,100,30760
19,100,30800
19,112,30840
19,31,31620
19,31,31640
19,31,31700
19,31,31740
19,31,31780
19,31,32000
19,26,34280
19,26,34300
19,31,36140
19,59,36280
19,31,37280
19,31,37320
19,20,38260
19,20,38280
19,20,38340
19,31,40760
19,20,40900
19,20,40920
19,20,40960
19,31,40980
19,20,40980
19,20,41140
19,20,41180
19,20,46420
19,32,89780
19,42,100720
19,101,106740
19,44,107640
19,66,125500
19,47,125740
19,28,125980
19,20,181880
19,20,181920
19,20,181960
19,49,187100
19,84,187100
19,64,187640
19,64,187660
19,112,188260
19,111,194040
19,100,196440
19,103,196600
19,57,200880
19,57,200920
19,57,200940
19,57,200960
19,57,200980
19,57,201040
19,57,201340
19,57,201360
19,57,201380
19,59,203680
19,24,204340
20,21,28960
20,60,40200
20,19,41000
20,94,97120
20,58,99200
20,31,101540
20,112,101680
20,112,101700
20,51,101720
20,31,103820
20,52,103840
20,58,103860
20,102,107460
20,102,107700
20,102,108180
20,102,108220
20,57,178920
20,24,181660
20,106,181660
20,19,181900
20,106,181900
20,19,181980
20,19,182020
20,28,182160
20,33,182280
20,64,187160
20,52,191960
20,21,197800
20,39,198520
21,107,6920
21,51,6940
21,111,6980
21,111,7000
21,105,7020
21,111,7020
21,105,7060
21,60,7800
21,90,7800
21,90,7820
21,90,7840
21,90,7860
21,111,8080
21,111,8100
21,111,8140
21,111,8160
21,111,8180
21,40,13540
21,42,13540
21,107,13700
21,107,13740
21,111,13900
21,111,13920
21,103,13980
21,103,14080
21,107,14160
21,103,14160
21,103,14200
21,110,14200
21,103,14220
21,111,14220
21,103,14240
21,103,14260
21,65,14320
21,65,14360
21,111,14400
21,51,14420
21,57,14500
21,26,14600
21,26,14660
21,103,14760
21,26,14780
21,26,14800
21,26,14820
21,26,14840
21,26,14860
21,26,14900
21,105,14920
21,111,14920
21,111,14980
21,105,15000
21,111,15260
21,111,15280
21,111,15300
21,111,15400
21,111,15420
21,111,15780
21,111,15800
21,111,16000
21,111,16020
21,111,16660
21,26,20480
21,26,20580
21,103,20680
21,103,20700
21,103,20720
21,103,20740
21,103,20760
21,103,20780
21,103,20820
21,57,20940
21,105,21100
21,57,21120
21,57,21140
21,57,21160
21,111,21160
21,105,21180
21,111,21180
21,57,21200
21,105,21200
21,105,21240
21,105,21260
21,105,21280
21,105,21300
21,57,21320
21,105,21780
21,26,22060
21,26,22140
21,26,22160
21,103,23100
21,103,23220
21,103,23240
21,111,23620
21,26,23740
21,32,23760
21,26,23920
21,60,23980
21,60,24000
21,105,24140
21,111,24140
21,105,24160
21,26,24540
21,26,24600
21,111,24600
21,111,24660
21,25,24700
21,26,24700
21,26,24720
21,26,24740
21,26,24760
21,26,24780
21,26,24800
21,26,24820
21,25,24920
21,26,24920
21,25,25020
21,25,25040
21,25,25060
21,25,25100
21,25,25120
21,25,25160
21,26,25220
21,26,25240
21,26,25260
21,26,25340
21,111,25340
21,26,25360
21,26,25380
21,26,25400
21,26,25420
21,26,25640
21,26,25660
21,26,25680
21,26,25700
21,26,25720
21,26,25740
21,26,25760
21,90,25820
21,26,26060
21,26,26260
21,26,26300
21,26,26320
21,26,26340
21,26,26360
21,26,26380
21,26,26460
21,26,26520
21,26,26640
21,26,26660
21,26,26740
21,26,26760
21,26,26780
21,26,26840
21,26,26860
21,26,26880
21,26,26900
21,26,26920
21,26,26940
21,26,26960
21,26,26980
21,26,27000
21,26,27020
21,26,27040
21,26,27060
21,26,27080
21,26,27100
21,26,27120
21,26,27140
21,26,27160
21,26,27180
21,26,27200
21,26,27220
21,26,27240
21,26,27260
21,26,27560
21,26,27600
21,26,27620
21,26,27640
21,26,27660
21,26,27680
21,26,27720
21,26,27740
21,26,27760
21,26,27780
21,26,27840
21,26,27860
21,26,27880
21,26,27900
21,26,27920
21,26,28040
21,26,28060
21,26,28100
21,26,28120
21,26,28140
21,26,28160
21,26,28180
21,26,28320
21,26,28340
21,26,28420
21,26,28440
21,26,28460
21,26,28480
21,26,28520
21,26,29080
21,26,29140
21,26,29200
21,26,29340
21,26,29680
21,26,29700
21,26,29740
21,26,29760
21,26,29800
21,26,29820
21,26,29880
21,26,29900
21,26,29920
21,26,29940
21,26,30000
21,57,31040
21,57,31060
21,56,31720
21,111,31740
21,111,31800
21,26,31840
21,41,31860
21,26,32420
21,26,32440
21,26,32460
21,26,33320
21,26,33700
21,26,35920
21,26,35940
21,26,35960
21,26,36040
21,26,36100
21,105,36220
21,26,36800
21,26,36840
21,26,37040
21,26,93580
21,26,94100
21,26,94180
21,26,94420
21,26,94540
21,26,94560
21,26,94600
21,26,95420
21,26,95440
21,26,95460
21,26,95580
21,26,95600
21,26,95640
21,26,95820
21,26,95840
21,26,95880
21,111,97020
21,111,97060
21,57,97240
21,105,97240
21,105,97260
21,57,97320
21,57,97340
21,57,97360
21,57,97440
21,57,97460
21,57,97480
21,57,97500
21,57,97520
21,57,97540
21,57,97580
21,26,98100
21,26,98120
21,26,98140
21,26,98200
21,26,98240
21,26,98380
21,26,98400
21,26,98420
21,26,98580
21,26,98600
21,26,98740
21,26,98760
21,111,100960
21,26,100980
21,26,101040
21,57,101180
21,57,101220
21,93,101400
21,93,101420
21,93,101520
21,93,101540
21,93,101620
21,105,101740
21,105,101780
21,111,101800
21,111,101820
21,105,101840
21,26,101940
21,26,101960
21,26,101980
21,111,104000
21,105,104020
21,103,104060
21,105,104080
21,93,104280
21,93,104300
21,93,104320
21,93,104340
21,93,104380
21,93,104400
21,93,104440
21,93,104460
21,93,104480
21,93,104500
21,93,104520
21,93,104540
21,93,104560
21,93,104580
21,93,104600
21,93,104620
21,93,104640
21,93,104660
21,93,104680
21,93,104720
21,93,104740
21,93,104760
21,93,104820
21,93,104880
21,93,104900
21,93,104920
21,93,104940
21,93,104960
21,93,104980
21,90,104980
21,93,105000
21,93,105020
21,93,105040
21,93,105060
21,93,105080
21,93,105100
21,93,105120
21,93,105140
21,93,105160
21,93,105180
21,93,105200
21,93,105220
21,93,105240
21,93,105260
21,93,105280
21,93,105300
21,93,105320
21,93,105340
21,93,105360
21,93,105380
21,93,105400
21,93,105420
21,93,105440
21,93,105460
21,93,105480
21,93,105500
21,93,105520
21,93,105540
21,93,105560
21,93,105620
21,93,105640
21,93,105660
21,93,105680
21,93,105700
21,93,105720
21,93,105760
21,93,105780
21,93,105800
21,93,105820
21,93,105840
21,93,105860
21,93,105880
21,100,105880
21,93,106000
21,93,106020
21,93,106060
21,93,106080
21,93,106100
21,93,106120
21,93,106140
21,93,106160
21,93,106180
21,93,106200
21,93,106240
21,93,106280
21,93,106320
21,93,106360
21,93,106420
21,93,106460
21,93,106580
21,93,106600
21,93,106620
21,93,106640
21,93,106680
21,93,106700
21,93,106760
21,93,106800
21,93,106840
21,93,106860
21,93,106920
21,93,106940
21,93,106960
21,26,107040
21,90,107360
21,90,107380
21,59,108040
21,26,108460
21,111,108560
21,111,108580
21,111,108600
21,111,108680
21,111,108920
21,111,108940
21,111,108980
21,90,109260
21,90,109300
21,111,109300
21,111,109320
21,26,109380
21,111,109540
21,105,109560
21,105,109600
21,111,109640
21,26,109800
21,26,111400
21,26,111420
21,26,111460
21,26,111480
21,26,111520
21,26,111540
21,26,111700
21,26,111860
21,26,111880
21,26,111940
21,26,111960
21,26,112020
21,26,112280
21,26,112300
21,26,112320
21,26,112380
21,26,112420
21,26,112440
21,26,122260
21,105,122980
21,105,123000
21,105,123040
21,105,123080
21,26,123160
21,26,123380
21,26,123400
21,105,123860
21,57,124080
21,103,124480
21,57,127220
21,57,127240
21,57,127260
21,57,127320
21,57,127440
21,57,127460
21,57,127540
21,57,127560
21,57,127580
21,57,127620
21,57,127680
21,57,127720
21,57,127740
21,112,127760
21,112,127780
21,112,127880
21,112,127900
21,57,127900
21,57,127940
21,57,127960
21,103,128000
21,94,128420
21,103,128520
21,94,128660
21,60,129080
21,57,129140
21,57,129160
21,60,129600
21,111,176840
21,111,176900
21,111,178340
21,111,178440
21,111,180260
21,111,181640
21,57,182000
21,26,182020
21,57,182020
21,57,182040
21,57,182060
21,24,182140
21,57,182260
21,57,182340
21,57,182380
21,57,182400
21,57,182420
21,57,182460
21,57,182480
21,57,182500
21,57,182520
21,57,182540
21,57,182640
21,105,182640
21,57,182660
21,53,182740
21,79,186980
21,105,187560
21,26,187680
21,26,187700
21,105,187720
21,105,187740
21,105,187760
21,105,187800
21,105,187840
21,105,187960
21,105,187980
21,57,188200
21,111,188440
21,111,189960
21,111,191060
21,105,191080
21,105,191100
21,105,191120
21,26,192040
21,26,197960
21,26,197980
21,90,198040
21,26,198060
21,26,198180
21,26,203480
21,57,209380
21,57,209400
21,57,209420
22,51,6020
22,99,19440
22,99,19460
22,99,19480
22,99,19500
22,99,19520
22,99,19540
22,99,19560
22,29,88560
22,29,88840
22,92,89240
22,51,96840
22,53,107580
22,92,187080
22,39,194080
22,39,203360
22,48,203520
22,29,203520
22,94,210180
22,61,211880
22,61,211900
22,61,212060
23,25,4520
23,25,4540
23,25,4580
23,25,4620
23,107,4640
23,25,4640
23,108,4700
23,108,4720
23,60,5540
23,64,5640
23,64,5660
23,64,5680
23,64,5700
23,38,6160
23,107,10260
23,84,10260
23,110,10540
23,100,12020
23,100,12040
23,112,13780
23,112,13820
23,100,14280
23,94,14780
23,108,18960
23,108,18980
23,108,19220
23,108,19240
23,107,19260
23,108,19260
23,107,19280
23,107,19300
23,107,19320
23,107,19340
23,49,19340
23,49,19360
23,49,19380
23,94,20160
23,48,20400
23,25,21060
23,108,21100
23,105,21120
23,25,21220
23,53,21420
23,64,21440
23,108,21740
23,28,21740
23,28,21780
23,110,21780
23,31,21880
23,24,21880
23,31,21900
23,24,21900
23,31,21920
23,24,21920
23,24,21940
23,24,21960
23,31,21980
23,31,22000
23,31,22080
23,17,22260
23,112,22480
23,112,22500
23,112,22520
23,112,22540
23,112,22560
23,112,22580
23,112,22600
23,48,23520
23,48,23660
23,48,24000
23,60,24080
23,60,24100
23,60,24160
23,60,24180
23,60,24240
23,60,24260
23,24,30160
23,112,30200
23,46,30200
23,112,30280
23,112,30680
23,58,30920
23,81,30980
23,52,31000
23,52,31020
23,52,31040
23,112,31060
23,112,31080
23,112,31100
23,100,31100
23,100,31180
23,100,31240
23,100,31280
23,112,31340
23,100,31440
23,100,31460
23,112,31480
23,100,31480
23,112,31520
23,100,31520
23,112,31600
23,100,31600
23,64,31720
23,63,32320
23,63,32360
23,57,32480
23,75,32500
23,24,36460
23,100,36460
23,100,36480
23,100,36500
23,100,36540
23,100,36560
23,100,36580
23,100,36600
23,64,37100
23,89,37100
23,64,37120
23,44,37260
23,44,37280
23,44,37300
23,30,37540
23,59,37880
23,59,37960
23,59,38020
23,112,38560
23,112,38580
23,66,38580
23,112,38600
23,59,38620
23,32,38760
23,32,38800
23,32,38840
23,32,38860
23,46,38880
23,32,38900
23,32,38920
23,32,38940
23,32,38960
23,32,38980
23,32,39000
23,32,39020
23,32,39040
23,32,39100
23,32,39140
23,32,39180
23,32,39200
23,32,39220
23,32,39240
23,32,39260
23,32,39280
23,32,39300
23,32,39340
23,32,39360
23,32,39380
23,32,39460
23,32,39520
23,32,39540
23,32,39560
23,32,39580
23,32,39620
23,32,39640
23,32,39660
23,32,39680
23,32,39700
23,59,39720
23,47,39960
23,59,40320
23,59,40340
23,59,40360
23,59,40380
23,59,40400
23,59,40420
23,59,40440
23,59,40460
23,59,40480
23,59,40500
23,59,40540
23,59,40560
23,59,40580
23,59,40600
23,59,40620
23,59,40640
23,59,40660
23,59,40680
23,59,40700
23,59,40720
23,59,40740
23,59,40760
23,59,40780
23,59,40800
23,59,40820
23,59,40840
23,59,40860
23,59,40880
23,59,40900
23,59,40920
23,59,40940
23,59,40960
23,59,40980
23,59,41000
23,59,41020
23,59,41040
23,59,41060
23,59,41080
23,25,41260
23,107,41320
23,107,41340
23,107,41360
23,46,41420
23,24,42380
23,61,42400
23,32,42420
23,61,42420
23,61,42500
23,61,42580
23,32,42620
23,40,43160
23,24,43280
23,22,88660
23,97,97120
23,94,97140
23,94,97160
23,97,97260
23,97,97280
23,60,97280
23,92,97300
23,44,97340
23,61,97340
23,61,97360
23,105,97400
23,93,97500
23,107,97520
23,107,97540
23,107,97560
23,107,97580
23,112,97580
23,112,97600
23,107,97600
23,112,97620
23,107,97620
23,112,97640
23,112,97700
23,112,97720
23,112,97740
23,112,97760
23,55,97780
23,39,97800
23,107,100680
23,75,100700
23,112,101380
23,64,104140
23,53,104780
23,94,104860
23,59,104900
23,53,104900
23,53,104960
23,53,104980
23,112,105360
23,32,105360
23,110,105400
23,52,105400
23,52,105420
23,110,105420
23,110,105440
23,110,105500
23,52,105500
23,52,105520
23,110,105520
23,52,105540
23,110,105540
23,110,105560
23,52,105580
23,110,105580
23,110,105600
23,52,105620
23,52,105640
23,52,105700
23,52,105720
23,52,105740
23,61,105740
23,110,105740
23,52,105760
23,110,105760
23,110,105780
23,52,105780
23,110,105800
23,110,105820
23,52,105820
23,110,105920
23,52,105920
23,28,106080
23,100,106680
23,100,107040
23,48,108360
23,48,108380
23,102,108800
23,102,108840
23,102,108920
23,102,108960
23,102,109060
23,102,109080
23,102,109240
23,102,109260
23,102,109520
23,26,116400
23,100,116480
23,112,118340
23,112,118380
23,112,118860
23,112,118960
23,112,119080
23,112,119360
23,112,119460
23,112,119480
23,112,119560
23,112,119600
23,57,124860
23,57,124880
23,28,124900
23,57,124920
23,57,124940
23,110,125160
23,52,125540
23,32,126100
23,32,126120
23,61,126120
23,60,126140
23,60,126160
23,60,126180
23,60,126200
23,60,126220
23,60,126240
23,60,126260
23,60,126280
23,24,126280
23,60,126300
23,60,126320
23,60,126340
23,60,126360
23,60,126380
23,60,126400
23,60,126440
23,60,126460
23,60,126500
23,60,126540
23,60,126560
23,61,127180
23,97,127200
23,97,127220
23,97,127240
23,97,127260
23,97,127280
23,97,127300
23,97,127320
23,97,127340
23,97,127360
23,97,127380
23,97,127400
23,48,129980
23,48,130000
23,110,130020
23,48,175980
23,48,176040
23,34,176160
23,48,176180
23,48,176200
23,34,176260
23,112,176460
23,60,178420
23,64,182100
23,24,182100
23,106,182100
23,31,182120
23,106,182120
23,55,182140
23,58,182200
23,25,182420
23,93,182460
23,44,182500
23,93,182860
23,112,188540
23,112,188560
23,107,194400
23,100,197560
23,100,197580
23,100,197600
23,100,197620
23,100,197640
23,100,197840
23,100,197860
23,100,197880
23,100,197900
23,100,197920
23,100,197940
23,100,197960
23,100,197980
23,100,198000
23,100,198020
23,100,198040
23,100,198160
23,100,198240
23,100,198260
23,100,198280
23,100,198300
23,100,198340
23,100,198360
23,100,198380
23,100,198400
23,100,198420
23,100,198460
23,100,198480
23,100,198580
23,100,198600
23,100,198620
23,100,198640
23,100,198660
23,100,198700
23,100,198720
23,100,198740
23,100,198760
23,100,198780
23,100,198800
23,100,198820
23,55,210020
23,60,210520
23,60,210540
24,107,4860
24,25,4880
24,25,4900
24,108,4900
24,51,4900
24,25,4920
24,51,4940
24,61,5460
24,61,5480
24,96,8660
24,96,8680
24,40,8840
24,96,12300
24,96,13500
24,61,13540
24,31,13580
24,31,13600
24,103,14280
24,96,14300
24,103,14300
24,103,14320
24,96,14340
24,103,14340
24,96,14360
24,103,14360
24,31,14360
24,96,14380
24,103,14380
24,96,14420
24,96,14480
24,96,14500
24,61,17640
24,61,17660
24,61,20300
24,31,20480
24,61,20480
24,31,20500
24,61,20500
24,31,20520
24,61,20520
24,31,20540
24,61,20560
24,61,20580
24,31,20600
24,61,20600
24,61,20620
24,31,20640
24,61,20640
24,31,20660
24,61,20660
24,31,20680
24,61,20680
24,31,20700
24,61,20720
24,61,20740
24,61,20780
24,61,20800
24,31,20940
24,31,20960
24,61,20960
24,31,20980
24,61,20980
24,61,21000
24,31,21020
24,61,21020
24,31,21040
24,61,21040
24,31,21060
24,31,21080
24,61,21080
24,31,21100
24,61,21100
24,31,21120
24,61,21120
24,31,21140
24,61,21140
24,31,21160
24,61,21160
24,31,21180
24,61,21180
24,31,21200
24,61,21200
24,31,21220
24,61,21220
24,31,21240
24,31,21260
24,61,21260
24,61,21280
24,31,21300
24,61,21300
24,31,21320
24,61,21320
24,31,21340
24,61,21340
24,31,21360
24,61,21360
24,31,21380
24,61,21380
24,31,21400
24,61,21400
24,31,21420
24,61,21420
24,61,21440
24,31,21460
24,61,21460
24,31,21480
24,61,21480
24,61,21500
24,61,21520
24,61,21540
24,61,21560
24,61,21580
24,61,21640
24,61,21660
24,61,21680
24,61,21740
24,61,21760
24,61,21780
24,61,21800
24,31,21820
24,61,21820
24,31,21840
24,61,21840
24,31,21860
24,61,21880
24,61,22080
24,31,22100
24,61,22100
24,31,22120
24,31,22140
24,61,22160
24,61,22240
24,61,22260
24,61,22280
24,61,22300
24,61,22340
24,61,22360
24,61,22400
24,61,22420
24,61,22440
24,61,22460
24,61,22480
24,31,22500
24,61,22500
24,31,22520
24,61,22520
24,61,22540
24,61,22560
24,110,23020
24,48,30360
24,48,30380
24,39,30860
24,61,31720
24,101,36540
24,112,37220
24,112,37820
24,112,37840
24,63,37840
24,112,37880
24,112,37900
24,112,37940
24,112,37960
24,112,38000
24,61,38700
24,59,39300
24,59,39500
24,59,39520
24,59,39560
24,59,39580
24,59,39620
24,59,39640
24,59,39660
24,59,39720
24,59,39780
24,59,39960
24,59,39980
24,64,40300
24,59,40780
24,59,40800
24,101,40940
24,61,42640
24,61,86360
24,61,86380
24,94,86380
24,61,86520
24,61,86620
24,94,87000
24,61,87240
24,94,87380
24,94,87400
24,94,87440
24,61,87500
24,61,87600
24,61,87620
24,60,88960
24,52,96780
24,60,96860
24,110,97640
24,31,106400
24,31,106420
24,31,106440
24,47,106460
24,31,107120
24,31,107180
24,60,107320
24,61,107380
24,61,107400
24,34,108660
24,61,116620
24,61,116660
24,101,116680
24,101,116760
24,101,116780
24,110,126800
24,61,174840
24,61,174900
24,61,174980
24,61,175000
24,48,175140
24,61,175140
24,61,175160
24,61,175180
24,61,175200
24,61,175220
24,61,175240
24,61,175260
24,61,175280
24,61,175300
24,61,175320
24,61,175340
24,61,175360
24,61,175380
24,61,175400
24,61,175420
24,61,175440
24,61,175460
24,61,175480
24,61,175500
24,61,175520
24,61,175540
24,61,175560
24,61,175580
24,61,175600
24,61,175620
24,61,175640
24,61,175660
24,61,175760
24,61,175780
24,61,175800
24,61,175820
24,61,176040
24,61,176080
24,61,176100
24,61,176120
24,61,176140
24,61,176160
24,61,176180
24,61,176200
24,61,176220
24,61,176240
24,61,176260
24,61,176280
24,61,176300
24,61,176320
24,61,176340
24,61,176360
24,103,176520
24,61,176920
24,61,181640
24,61,181660
24,61,181680
24,111,181720
24,61,181740
24,106,181740
24,61,181760
24,32,181880
24,61,181880
24,61,181900
24,61,181940
24,106,181940
24,26,181960
24,61,181980
24,106,181980
24,61,182000
24,64,182020
24,52,182020
24,106,182020
24,58,182040
24,52,182080
24,64,182100
24,106,182120
24,28,182140
24,61,182140
24,28,182160
24,48,182820
24,48,182900
24,97,187060
24,82,187080
24,93,187080
24,31,187100
24,26,187100
24,85,187100
24,70,187100
24,105,187100
24,64,187120
24,103,187120
24,103,187180
24,23,187360
24,101,187460
24,103,187560
24,57,187560
24,103,187580
24,44,187620
24,44,187640
24,44,187660
24,93,187700
24,44,187720
24,44,187740
24,44,187760
24,44,187780
24,44,187840
24,88,187880
24,103,188220
24,27,188280
24,53,188400
24,19,191940
24,53,192100
24,52,194100
24,64,194200
24,64,194220
24,61,194220
24,64,194240
24,61,194260
24,64,194280
24,61,194280
24,61,194300
24,64,194340
24,64,194360
24,64,194380
24,64,194400
24,61,194420
24,64,194440
24,64,194500
24,64,194520
24,64,194540
24,64,194560
24,61,194700
24,64,194720
24,61,194720
24,64,194740
24,61,194740
24,64,194760
24,61,194760
24,64,194780
24,61,194780
24,64,194800
24,61,194800
24,64,194820
24,61,194820
24,64,194840
24,61,194840
24,64,194860
24,64,194880
24,61,194880
24,64,194900
24,61,194900
24,64,194920
24,61,194920
24,64,194940
24,61,194940
24,64,194960
24,61,194960
24,61,194980
24,64,195000
24,61,195000
24,64,195020
24,61,195020
24,64,195040
24,61,195040
24,64,195060
24,61,195060
24,64,195080
24,61,195080
24,64,195100
24,61,195100
24,64,195120
24,61,195120
24,61,195160
24,64,195180
24,64,195200
24,61,195200
24,61,195220
24,61,195240
24,61,195320
24,64,195340
24,61,195340
24,61,195380
24,64,195400
24,61,195420
24,61,195520
24,64,195560
24,61,195580
24,64,195600
24,61,195600
24,61,195620
24,61,195640
24,64,195660
24,64,195680
24,64,195700
24,61,195700
24,64,195720
24,61,195720
24,64,195740
24,61,195740
24,64,195760
24,61,195760
24,64,195780
24,61,195780
24,61,195800
24,64,195860
24,61,195860
24,61,195880
24,64,195900
24,64,195920
24,64,195940
24,61,195940
24,64,195960
24,61,195960
24,64,195980
24,61,195980
24,64,196000
24,61,196000
24,64,196020
24,61,196020
24,64,196040
24,61,196040
24,64,196060
24,61,196060
24,61,196120
24,64,196140
24,61,196160
24,64,196260
24,64,196280
24,64,196300
24,61,196300
24,61,196320
24,61,196340
24,64,196380
24,61,196380
24,64,196400
24,61,196400
24,64,196420
24,61,196420
24,61,196440
24,64,196460
24,61,196460
24,61,196480
24,61,196500
24,61,196520
24,61,196560
24,64,196580
24,61,196580
24,64,196600
24,61,196600
24,61,196640
24,61,196660
24,61,196680
24,61,196700
24,61,196720
24,61,196740
24,61,196760
24,61,196780
24,61,196820
24,61,199100
24,61,199220
24,61,199240
24,61,199260
24,61,199780
24,61,199800
24,61,199820
24,61,201400
24,61,201420
24,61,202060
24,61,202140
24,61,202440
24,61,202680
24,61,203060
24,61,203080
24,61,203100
24,103,203460
24,61,203460
24,61,203500
24,61,203660
24,61,203700
24,61,203720
24,103,203760
24,103,203820
24,61,203880
24,61,203920
24,61,203940
24,61,203960
24,61,203980
24,61,204000
24,61,204020
24,61,204080
24,61,204100
24,61,204120
24,61,204160
24,61,204180
24,61,204360
24,52,204380
24,61,204380
24,61,204420
24,61,204660
24,61,204680
24,61,204780
24,61,204880
24,87,209960
24,61,210180
24,61,210260
24,61,210300
24,61,210320
24,61,210380
24,61,210400
24,61,210520
24,61,210540
24,61,210560
24,61,210640
24,61,210700
24,61,210720
24,61,210740
24,61,211440
24,64,211780
24,64,211800
24,59,211860
25,51,2140
25,51,3700
25,51,3720
25,51,3740
25,51,3860
25,51,3900
25,107,4160
25,107,4180
25,108,4180
25,108,4200
25,107,4260
25,108,4260
25,107,4300
25,107,4400
25,14,4400
25,107,4420
25,51,4420
25,107,4440
25,51,4440
25,14,4440
25,107,4500
25,107,4540
25,107,4600
25,51,4820
25,108,4900
25,51,4920
25,51,4960
25,34,4980
25,51,5000
25,62,5000
25,51,5020
25,5,5120
25,51,5160
25,51,5180
25,34,5180
25,51,5200
25,34,5200
25,51,5220
25,34,5220
25,51,5340
25,61,5340
25,51,5400
25,63,5420
25,51,5420
25,63,5440
25,63,5460
25,51,5480
25,63,5500
25,44,5540
25,51,5540
25,44,5560
25,51,5600
25,51,5660
25,97,5720
25,97,5740
25,51,5740
25,97,5760
25,97,5780
25,97,5800
25,97,5820
25,51,5860
25,96,5960
25,96,5980
25,82,6120
25,51,6120
25,51,6140
25,51,6160
25,51,6220
25,51,6300
25,51,6320
25,49,6360
25,49,6380
25,51,6380
25,51,6400
25,51,6420
25,51,6440
25,51,6460
25,51,6480
25,51,6520
25,51,6540
25,51,6660
25,51,6680
25,51,6760
25,29,6760
25,51,6800
25,51,6820
25,51,6840
25,51,6860
25,88,6980
25,105,6980
25,40,7020
25,40,7040
25,40,7060
25,51,7080
25,51,7100
25,51,7120
25,99,7200
25,51,7200
25,51,7220
25,99,7220
25,13,7340
25,81,7420
25,81,7460
25,81,7480
25,81,7540
25,94,7700
25,51,7720
25,94,7720
25,51,7740
25,56,8140
25,56,8180
25,56,8200
25,35,8220
25,35,8240
25,107,8340
25,107,8360
25,45,8360
25,52,8540
25,52,8560
25,52,8580
25,52,8600
25,51,8800
25,51,8840
25,51,8860
25,51,8880
25,104,8900
25,51,8920
25,57,9140
25,107,9180
25,107,9200
25,107,9220
25,108,9220
25,107,9240
25,108,9300
25,108,9320
25,108,9340
25,108,9360
